FOODID,FOODNAME_y,CA,CAROTENS,FE,FIBC,FOL,JODI,K,MG,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN,Calsium,Carotenoids,Iron,Fiber,Folate,Iodine,Kalium,Magnesium,Niacin,Phosphorus,Riboflavin,Selenium,Thiamin,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B6,Zinc
11734,SHIITAKE MUSHROOM,0.4,0.0,0.28,3.3,25.0,3.0,224.0,13.0,2.6,73.0,0.15,0.33,0.05,0.0,0.07,2.1,0.1,0.0,0.0,0.293,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,OYSTER MUSHROOM,0.1,0.0,0.43,2.4,51.0,3.0,298.0,16.0,5.2,110.0,0.2,1.2,0.07,0.0,0.05,1.6,0.02,0.0,0.0,0.11,0.66,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28905,"FLOUR, WHOLE WHEAT FLOUR",34.0,4.3,3.52,12.6,43.0,10.0,431.0,144.0,9.41,508.0,0.121,7.0,0.419,0.0,0.0,0.0,0.0,1.57,1.0,0.42,4.16,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
28909,RYE MACARONI,25.85,83.5,2.616,6.0,34.65,9.5,325.05,94.6,6.237,336.4,0.117,5.601,0.3065,0.37,0.0,0.0,0.0,1.052,1.874,0.28,2.828,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
28910,"RICE, BROWN",10.0,0.0,0.7,4.0,23.0,2.75,246.5,101.0,5.911,254.5,0.048,13.55,0.2075,0.0,0.0,0.0,0.0,0.36,0.512,0.37,1.78,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
28913,"POTATO, UNPEELED, AVARAGE, RAW",5.6,67.9,0.67,1.0,23.18,1.0,500.0,24.0,0.917,45.0,0.03,0.637,0.21,0.64,0.0,10.0,0.0,0.05,1.04,0.12,0.31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28915,"MUSKMELON/CANTALOUPE MELON, WITH SKIN",10.0,52.5,0.15,0.45,2.5,2.0,105.0,5.5,0.317,6.5,0.01,0.2,0.02,1.845,0.0,13.0,0.0,0.025,0.5,0.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28916,"APPLE, AVERAGE, WITH SKIN",3.92,70.7,0.078,1.566,2.51,1.0,99.18,3.697,0.152,7.8,0.013,0.044,0.0139,2.222,0.0,5.22,0.0,0.209,1.74,0.05,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28917,"PEAR, WITH SKIN",9.68,116.0,0.176,3.432,1.76,0.88,132.0,6.16,0.308,11.4,0.026,0.88,0.0088,1.443,0.0,5.28,0.0,0.053,1.76,0.02,0.088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28918,"PLUM, WITH STONE",14.72,623.1,0.276,1.564,2.76,0.92,202.4,9.2,0.432,18.4,0.11,0.101,0.0184,33.138,0.0,4.6,0.0,0.782,11.04,0.04,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28919,"PRUNE, WITH STONE",55.61,325.3,1.66,7.138,2.49,2.49,738.7,43.16,1.908,74.7,0.154,0.415,0.0423,14.16,0.0,0.0,0.0,1.461,49.385,0.21,0.415,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28920,CHERRY WITH STONE,16.38,62.8,0.273,1.365,4.55,0.18,158.8,7.735,0.288,14.6,0.064,0.091,0.0455,5.214,0.0,9.1,0.0,0.064,1.365,0.04,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28921,"APRICOT, AVERAGE, WITH STONE",29.14,974.8,0.404,1.786,4.7,0.94,150.4,8.272,0.611,10.3,0.047,0.94,0.0376,62.886,0.0,9.4,0.0,0.902,3.102,0.05,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28922,"PEACH/NECTARINE, AVERAGE, WITH STONE",6.96,131.7,0.435,1.827,2.61,0.87,174.0,9.57,0.595,17.4,0.052,0.348,0.0174,8.065,0.0,5.74,0.0,0.835,1.305,0.03,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28923,"PINEAPPLE, WITH SKIN",6.36,31.8,0.106,0.742,2.65,0.74,92.22,7.42,0.312,4.2,0.011,0.318,0.0424,2.639,0.0,16.22,0.0,0.011,0.106,0.05,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28924,"ORANGE, AVERAGE, WITH SKIN",38.88,120.1,0.122,1.512,19.06,0.36,108.0,9.36,0.384,16.6,0.025,0.036,0.0612,5.314,0.0,36.72,0.0,0.259,0.072,0.06,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28925,"LEMON, WITH SKIN",21.45,10.2,0.26,1.82,7.15,0.65,104.0,7.15,0.195,13.0,0.013,0.26,0.0325,0.182,0.0,33.15,0.0,0.13,0.13,0.04,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28926,"GRAPEFRUIT, AVERAGE, WITH SKIN",21.45,15.0,0.065,0.91,16.9,0.65,104.0,7.15,0.251,13.0,0.023,0.065,0.0325,0.429,0.0,21.45,0.0,0.208,0.013,0.03,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28928,"GRAPE LEAVES, CANNED",390.0,0.0,2.3,4.5,78.0,0.0,45.0,41.0,0.5,35.0,0.24,0.9,0.08,136.95,0.0,15.0,0.0,1.79,97.3,0.14,0.3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28931,"WATERMELON, WITH SKIN",3.85,2674.0,0.275,0.605,1.1,0.55,55.0,4.4,0.128,5.5,0.011,0.055,0.0165,12.892,0.0,6.05,0.0,0.028,0.11,0.08,0.055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28932,"GRAPE, AVERAGE, GREEN OR RED",9.1,99.7,0.95,1.045,1.9,0.95,191.75,6.839,0.353,22.7,0.038,0.475,0.0475,2.565,0.0,4.56,0.0,0.598,18.05,0.04,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28933,AVOCADO  WITH SKIN AND STONE,10.65,288.6,0.355,4.757,7.81,0.71,284.0,20.59,1.077,22.0,0.114,0.284,0.0497,3.664,0.0,7.24,0.0,1.47,14.2,0.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28934,"BANANA, WITH SKIN",4.16,19.9,0.67,1.206,8.4,0.67,240.16,20.983,0.614,16.7,0.04,0.217,0.0268,1.126,0.0,6.7,0.0,0.141,0.335,0.34,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28935,"MANDARIN, AVERAGE, WITH SKIN",29.6,387.5,0.16,1.52,16.8,0.8,120.0,10.4,0.427,12.8,0.032,0.04,0.064,16.672,0.0,32.8,0.0,0.256,0.08,0.07,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28936,"FIG, DRIED, WITH STEM",157.14,36.9,1.969,9.021,8.73,0.0,659.6,65.96,1.022,65.0,0.08,0.582,0.0825,0.485,0.0,1.16,0.0,0.339,15.132,0.1,0.534,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28937,"DATE, DRIED, WITH STONE",51.33,1152.8,1.479,7.16,13.05,0.0,687.3,41.76,1.508,64.4,0.087,0.396,0.0435,68.739,0.0,4.35,0.0,2.486,30.786,0.23,2.001,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28938,"OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK",61.0,807.8,1.0,4.4,0.0,0.0,91.0,22.0,0.434,17.0,0.0,1.125,0.0,23.63,0.0,0.0,0.0,1.65,1.4,0.01,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28939,"KIWI FRUIT, WITH SKIN",29.6,208.7,0.92,2.484,38.64,0.0,266.51,12.383,0.553,24.7,0.046,0.46,0.0055,3.386,0.0,61.64,0.0,0.04,31.556,0.11,0.082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28941,"APPLE, DOMESTIC, WITH SKIN",4.35,61.6,0.087,1.566,2.51,1.0,93.96,3.915,0.174,7.8,0.013,0.044,0.0139,1.235,0.0,6.96,0.0,0.209,5.0,0.05,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28942,"APPLE, IMPORTED, WITH SKIN",3.48,79.9,0.07,1.566,2.51,1.0,104.4,3.48,0.131,7.8,0.013,0.044,0.0139,3.21,0.0,3.48,0.0,0.209,5.0,0.04,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28944,HONEYDEW MELON WITH SKIN,4.5,28.5,0.05,0.4,1.0,0.0,105.0,5.0,0.175,8.0,0.005,0.0,0.015,1.245,0.0,4.5,0.0,0.01,0.2,0.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28962,"SWEET CORN, CORN ON THE COB",1.2,509.5,0.312,2.22,24.6,0.0,162.0,22.2,1.591,53.4,0.048,0.24,0.09,4.17,0.0,7.2,0.0,0.048,0.18,0.13,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29055,"NOODLE, RICE NOODLE",18.0,0.0,0.7,1.6,7.0,0.0,30.0,12.0,0.888,153.0,0.017,15.1,0.031,0.0,0.0,0.0,0.0,0.036,0.036,0.01,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29208,COUSCOUS,13.0,4.3,1.2,5.0,42.0,5.0,150.0,21.0,3.722,95.0,0.05,0.0,0.08,0.36,0.0,0.0,0.0,0.15,1.0,0.11,0.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29217,RUFOUS MILKCAP,2.8,0.0,1.0,1.5,35.0,1.0,290.0,10.0,6.051,55.0,0.42,1.2,0.1,0.0,0.06,1.3,5.5,0.0,0.3,0.18,0.62,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
29237,RYE BRAN,45.0,219.7,9.5,39.0,58.0,5.0,900.0,300.0,3.173,750.0,0.16,5.0,0.31,0.54,0.0,0.0,0.0,1.02,5.9,0.17,8.0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
29410,PORCINI,1.4,0.0,0.77,3.0,29.5,1.0,270.0,6.9,8.407,47.0,0.353,11.0,0.138,0.0,0.06,0.25,2.62,0.0,0.3,0.18,0.9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
29496,"MACARONI, GLUTEN-FREE",57.6,4.8,2.12,3.16,87.0,7.0,422.2,62.0,2.801,153.0,0.058,2.4,0.18,0.4,0.0,0.0,0.0,0.038,0.82,0.14,0.68,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,"FLOUR MIXTURE, NATURALLY GLUTEN-FREE, RICE, CORN, POTATO",190.0,0.0,6.5,3.0,7.95,7.75,88.5,22.405,4.98,81.0,0.4,9.175,0.4,0.0,0.0,0.0,0.0,0.024,0.024,0.42,0.811,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
29822,"FLOUR, CORN MEAL, COARSELY GROUND",5.0,1515.0,1.1,7.4,15.0,0.0,162.0,40.0,1.635,84.0,0.05,7.8,0.14,10.67,0.0,0.0,0.0,0.15,0.3,0.257,0.72,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29823,"FLOUR, CORN MEAL, FINELY GROUND",2.0,1515.0,0.91,1.9,15.0,0.0,90.0,18.0,3.291,60.0,0.058,8.0,0.074,10.67,0.0,0.0,0.0,0.15,0.3,0.097,0.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30104,TAPIOCA,20.0,0.0,1.58,0.9,4.0,0.0,11.0,1.0,0.05,7.0,0.0,0.8,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30190,"FLOUR, OAT FLOUR",56.0,177.0,5.5,9.0,38.7,20.0,457.0,160.0,4.307,537.0,0.09,11.0,0.33,0.0,0.0,0.0,0.0,0.85,2.1,0.13,4.1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
30193,"PASTA, MULTIGRAIN, WHEAT, RYE AND BARLEY",32.8,41.6,3.596,5.0,41.7,9.0,425.3,133.8,8.482,467.6,0.125,6.96,0.4062,0.054,0.0,0.0,0.0,1.388,1.61,0.36,3.898,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
30214,WATER CHESTNUT,11.0,0.0,0.06,3.0,16.0,0.0008,584.0,22.0,1.0,63.0,0.2,0.7,0.14,0.0,0.0,4.0,0.0,1.2,0.3,1.8,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30221,RICE AND OAT MIX,28.5,88.5,2.95,5.85,28.3,10.0,322.0,116.0,5.382,365.5,0.08,7.0,0.365,0.0,0.0,0.0,0.0,0.44,1.13,0.1,2.8,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
30223,"SWEET POTATO, WITHOUT SKIN",30.0,8516.0,0.61,3.0,11.0,2.0,337.0,25.0,0.891,47.0,0.061,0.6,0.078,706.54,0.0,2.4,0.0,0.26,1.8,0.209,0.3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30444,"TOMATO, SUN-DRIED, IN OIL",47.0,47845.0,2.68,5.8,23.0,0.0,1565.0,81.0,4.248,139.0,0.383,3.0,0.193,43.492,0.0,101.8,0.0,0.01,43.0,0.319,0.78,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
30914,FLORENCE FENNEL,24.0,440.0,0.3,2.4,42.0,0.0,440.0,8.0,0.6,26.0,0.01,1.0,0.06,36.52,0.0,5.0,0.0,0.2,62.8,0.06,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30968,"PINE NUT, PINE KERNEL",19.12,26.0,6.73,3.7,34.0,0.0,597.0,251.0,7.076,575.0,0.227,4.7,0.364,1.41,0.0,0.8,0.0,13.0,53.9,0.094,8.51,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
30991,"LINSEED, WHOLE",234.4,651.0,8.23,26.4,87.0,0.0,834.0,389.0,8.04,613.0,0.161,13.0,1.644,0.0,0.0,0.6,0.0,0.2,4.3,0.473,5.44,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
31139,"PASTA, WHEAT GERM PASTA",130.0,238.1,2.8,6.179,39.29,9.38,270.63,75.0,4.422,230.7,0.115,7.729,0.3,0.793,0.0,0.0,0.0,2.686,1.287,0.19,2.866,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
31174,"PASTA, DARK HIGH PROTEIN PASTA",20.51,360.8,3.28,6.0,70.77,7.74,395.14,97.068,6.047,344.9,0.209,7.539,0.531,1.666,0.0,0.0,0.0,6.454,1.754,0.25,5.534,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
31175,QUINOA,47.0,172.0,4.57,7.0,92.0,0.0,563.0,197.0,4.309,457.0,0.318,8.5,0.36,0.71,0.0,0.0,0.0,2.44,0.0,0.487,3.1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
31211,PUMPKIN SEED,63.0,228.0,10.3,6.0,58.0,0.0,807.0,535.0,11.915,1174.0,0.32,2.1,0.21,18.92,0.0,1.9,0.0,2.3,51.4,0.224,8.4,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
31212,"NUT, PISTACHIO NUT",110.0,1362.0,4.2,10.3,50.0,0.0,1042.0,120.0,5.617,485.0,0.158,9.3,0.84,13.03,0.0,2.3,0.0,2.3,13.2,1.274,2.3,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
31213,"BEAN, MUNG BEAN, BOILED, WITH SALT",38.0,19.0,1.74,5.3,91.0,0.0,282.0,46.0,1.741,101.0,0.053,2.6,0.12,1.58,0.0,1.0,0.0,0.16,2.9,0.08,0.74,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31214,"BEAN, KIDNEY BEAN, BOILED",28.0,0.0,2.92,7.4,129.0,0.0,401.0,45.0,0.575,141.0,0.058,1.2,0.159,0.0,0.0,1.2,0.0,0.03,8.4,0.119,1.06,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31216,"BEAN, ADZUKI BEAN, DRIED",84.0,12.0,4.2,11.1,622.0,0.0,1220.0,130.0,5.806,380.0,0.22,2.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.351,5.0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
31217,"BEAN, ADZUKI BEAN, BOILED WITHOUT SALT",39.0,6.0,1.9,5.5,121.0,0.0,570.0,60.0,0.925,180.0,0.08,1.0,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.096,2.3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31218,"CHICK PEA, DRIED",160.0,60.0,5.5,10.7,180.0,0.0,1000.0,130.0,5.24,310.0,0.24,2.0,0.39,4.98,0.0,0.0,0.0,2.88,9.0,0.53,3.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
31219,"LENTILS, RED, DRIED",51.0,60.0,7.6,4.9,35.0,0.0,710.0,83.0,5.724,320.0,0.2,6.0,0.5,4.98,0.0,0.0,0.0,0.49,0.0,0.6,3.1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
31225,"LENTILS, RED, COOKED",16.0,20.0,2.4,1.9,5.0,0.0,220.0,26.0,1.586,100.0,0.04,2.0,0.11,1.66,0.0,0.0,0.0,0.11,1.7,0.11,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31226,"SPELT FLOUR, WHOLE MEAL",27.0,5.0,4.9,8.38,45.0,0.0,395.0,142.0,9.849,450.0,0.09,1.7,0.42,0.41,0.0,0.0,0.0,0.98,0.0,0.265,4.8,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
31233,"BEAN, BROAD BEAN, FAVA BEAN, BOILED WITH SALT",36.0,9.0,1.49,5.4,103.0,0.0,266.0,43.0,1.909,124.0,0.088,2.6,0.096,0.75,0.0,0.3,0.0,0.02,2.9,0.072,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31237,AMARANTH FLAKES,17.0,29.0,1.76,6.7,82.0,0.0,353.0,25.0,5.633,331.0,0.11,70.7,0.07,0.083,0.0,2.5,0.0,1.19,0.0,0.07,0.25,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
31256,"FRESH PASTA, CONTAINS EGG",20.43,38.3,0.747,2.555,16.06,9.48,120.27,23.657,2.421,96.2,0.055,8.96,0.0642,13.421,0.13,0.0,0.11,0.532,1.7,0.08,0.655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31482,"MACARONI, PASTA, CONTAINS EGG",36.59,129.8,3.016,9.702,43.61,15.31,355.27,113.22,7.891,429.0,0.161,11.333,0.3434,47.367,0.45,0.0,0.396,1.546,0.914,0.35,3.455,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
31532,"FLOUR MIXTURE, NATURALLY GLUTEN-FREE, DARK",10.23,272.7,2.4,8.842,19.33,6.85,208.4,81.14,4.334,188.5,0.04,15.07,0.0898,1.921,0.0,0.0,0.0,0.404,1.054,0.4,1.203,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
31534,"FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK, WITH ADDED VITAMINS",150.0,2.7,6.5,0.0,40.0,19.55,222.32,16.381,4.0,127.4,0.4,2.605,0.4,0.746,0.34,0.78,0.001,0.001,0.013,0.35,0.616,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
31537,"PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE",11.0,0.0,3.6,7.4,19.0,5.0,260.0,110.0,5.911,250.0,0.03,23.0,0.05,0.0,0.0,0.0,0.0,0.63,0.8,0.61,1.6,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
31538,"APRICOT PUREE, UNSWEETENED, WITH ADDED VITAMIN C",29.74,985.1,0.415,1.805,3.32,0.95,152.14,8.44,0.494,10.7,0.038,0.951,0.0285,57.2,0.0,30.0,0.0,0.912,3.135,0.05,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31539,"BERRY PUREE, UNSWEETENED, ADDED VITAMIN C",30.48,131.9,0.732,2.8,16.3,0.8,187.48,14.56,0.499,32.6,0.045,0.089,0.024,1.95,0.0,30.0,0.0,0.981,9.428,0.06,0.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31544,"FLOUR MIXTURE, NATURALLY GLUTEN-FREE",9.29,606.0,1.452,7.952,19.35,9.65,137.8,50.0,2.577,115.9,0.044,7.43,0.0971,4.268,0.0,0.0,0.0,0.177,0.92,0.3,0.694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31550,"FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK POWDER",204.02,3.2,0.071,0.0,7.65,22.75,256.6,18.905,1.463,147.0,0.327,3.025,0.051,0.861,0.39,0.9,0.002,0.002,0.015,0.07,0.711,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31552,GUAVA,18.0,5578.0,0.26,5.4,49.0,0.0,417.0,22.0,1.451,40.0,0.04,0.6,0.067,31.04,0.0,228.3,0.0,0.73,2.6,0.11,0.23,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31555,"POMEGRANATE, WITHOUT SKIN",10.0,0.0,0.3,4.0,38.0,0.0,236.0,12.0,0.293,36.0,0.053,0.5,0.067,0.0,0.0,10.2,0.0,0.6,16.4,0.075,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31557,"CHILI, GREEN, RAW",18.0,1469.0,1.2,1.5,23.0,0.0,340.0,25.0,1.384,46.0,0.09,0.5,0.09,58.72,0.0,242.5,0.0,0.69,14.3,0.278,0.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31675,"PASTA, SPAGHETTI, MACARONI, NATURALLY GLUTEN-FREE",52.16,4.1,1.796,2.686,73.95,5.95,360.09,56.02,2.412,146.8,0.049,2.04,0.153,0.338,0.0,0.0,0.0,0.032,0.697,0.12,0.578,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31677,"PASTA, SPAGHETTI, NATURALLY GLUTEN-FREE, CONTAINS EGG",19.56,126.5,0.519,0.0,10.5,7.61,29.25,7.38,0.678,59.5,0.067,5.94,0.0208,47.367,0.45,0.0,0.396,0.337,0.144,0.02,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31679,"PASTA, RICH IN FIBER, NATURALLY GLUTEN-FREE",54.86,4.3,1.857,6.4,79.3,7.5,382.55,59.92,2.567,161.2,0.052,2.2,0.162,0.358,0.0,0.0,0.0,0.034,0.738,0.12,0.62,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31683,"FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH, WITH ADDED VITAMINS",0.02,0.0,6.5,0.0,0.0,0.25,0.1,0.005,4.0,0.0,0.4,0.025,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
32182,"BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER",120.0,2070.0,3.5,41.8,74.67,6.67,390.0,47.0,3.78,160.0,0.093,10.0,0.8867,2.988,0.0,0.5,0.0,12.333,87.8,0.4,0.95,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
32455,"GRAPEFRUIT PINK/RED, WITHOUT SKIN",22.0,700.0,0.08,1.6,13.0,0.0,135.0,9.0,0.204,18.0,0.031,0.1,0.043,58.0,0.0,31.2,0.0,0.13,0.0,0.053,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32456,ARTICHOKE,44.0,28.9,1.28,5.4,68.0,0.0,370.0,60.0,1.046,90.0,0.066,0.2,0.072,0.66,0.0,11.7,0.0,0.19,14.8,0.116,0.49,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32464,"NUT, BRAZIL NUT",160.0,0.0,2.43,7.5,22.0,20.0,659.0,376.0,0.295,725.0,0.035,1917.0,0.617,0.0,0.0,0.7,0.0,0.9,0.0,0.101,4.06,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
32570,"4-GRAIN FLAKES, RIIHIKOSKEN VEHNÄMYLLY",33.4,148.1,4.22,11.18,40.58,20.0,399.6,115.6,5.005,356.4,0.078,9.412,0.242,0.18,0.0,0.0,0.0,0.678,2.98,0.2,3.02,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
32731,"NOODLE, WHOLE WHEAT",33.95,220.2,3.798,9.603,43.88,5.07,405.52,119.022,7.456,338.4,0.147,7.504,0.34,1.402,0.01,0.0,0.009,0.977,2.525,0.11,2.916,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
32895,"NUT, MACADAMIA NUT",85.0,0.0,3.69,8.6,11.0,0.0,368.0,130.0,3.592,188.0,0.162,3.6,1.195,0.0,0.0,1.2,0.0,0.54,0.0,0.275,1.3,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
33023,"GINGER ROOT, RAW",16.0,0.0,0.6,2.0,11.0,0.0,415.0,43.0,0.95,34.0,0.034,0.7,0.025,0.0,0.0,5.0,0.0,0.26,0.1,0.19,0.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33024,"GINGER, PICKLED",16.78,0.0,0.334,1.08,5.94,0.25,225.25,27.422,0.513,20.5,0.018,0.409,0.0135,0.0,0.0,2.7,0.0,0.14,0.054,0.1,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
